Lead__ppm,Long,Lat
450,-75.124928,39.984085
450,-75.134598,40.056094
450,-75.13266,39.974444
449,-75.124234,39.978415
449,-75.16218,39.95222
446,-75.130501,39.982779
444,-75.101414,39.982977
442,-75.186382,39.991779
442,-75.190568,40.033195
440,-75.224723,39.951
440,-75.10262,39.98828
440,-75.217581,39.94502
438,-75.17511,40.02954
438,-75.127333,39.983085
437,-75.188096,39.992074
432,-75.208247,39.967014
431,-75.17511,40.02954
430,-75.14802,39.95363
430,-75.1415,39.96596
430,-75.130199,39.984238
427,-75.126722,39.986154
423,-75.124463,39.979728
423,-75.143089,40.006805
422,-75.109514,40.019676
421,-75.227433,39.948199
421,-75.129705,39.97323
420,-75.142914,39.971132
420,-75.135226,39.980462
420,-75.203717,40.074352
419,-75.12615,39.986451
418,-75.227022,39.949686
417,-75.188513,40.035
417,-75.209334,39.94981
416,-75.252036,39.969568
415,-75.126132,39.970467
412,-75.131985,39.98332
411,-75.226873,39.950442
411,-75.205701,39.968154
410,-75.142858,39.971262
410,-75.217794,40.030864
410,-75.13907,39.9865
409,-75.220965,39.949689
408,-75.12817,39.982059
408,-75.17511,40.02954
406,-75.102291,39.991779
406,-75.16218,39.95222
406,-75.119364,39.981024
405,-75.216754,39.95071
403,-75.16218,39.95222
402,-75.125403,39.971943
402,-75.203253,39.968433
400,-75.068864,40.016415
400,-75.131983,39.968259
400,-75.121817,39.979638
398,-75.143089,40.006805
391,-75.16218,39.95222
390,-75.150314,39.929197
390,-75.220394,39.952737
390,-75.141765,39.952607
390,-75.122687,39.981574
386,-75.213111,40.05736
386,-75.212031,39.946245
386,-75.120724,39.980233
380,-75.202477,39.969512
380,-75.131983,39.971436
380,-75.142383,39.973687
380,-75.13907,39.9865
378,-75.209288,39.949468
376,-75.196938,39.996677
376,-75.252036,39.969568
373,-75.16218,39.95222
372,-75.16218,39.95222
370,-75.212003,39.954006
370,-75.132073,39.980101
369,-75.252036,39.969568
369,-75.196938,39.996677
367,-75.18268,39.98345
366,-75.124463,39.979728
364,-75.161403,39.985353
363,-75.217581,39.94502
360,-75.175205,39.929322
360,-75.161455,39.970492
360,-75.183707,39.973778
360,-75.133872,39.986577
360,-75.125114,39.986383
360,-75.188096,39.992074
359,-75.124463,39.979728
354,-75.230712,39.950882
350,-75.130199,39.984238
347,-75.16218,39.95222
347,-75.173436,40.040154
346,-75.169111,40.023873
345,-75.131985,39.98332
344,-75.196938,39.996677
340,-75.16218,39.95222
340,-75.134806,39.981823
340,-75.130803,39.984012
340,-75.196728,40.01298
333,-75.17511,40.02954
333,-75.13188,39.969986
332,-75.222677,39.950648
332,-75.142228,39.966666
330,-75.143997,39.965817
330,-75.123972,40.025174
326,-75.188096,39.992074
323,-75.119472,39.980547
321,-75.219081,39.948205
321,-75.223147,39.948388
321,-75.252036,39.969568
320,-75.174732,39.938832
320,-75.134522,39.970284
320,-75.127874,39.985498
318,-75.230559,40.0671
314,-75.079436,40.021398
314,-75.115615,39.983562
314,-75.135031,40.050934
313,-75.252036,39.969568
313,-75.230559,40.0671
312,-75.222677,39.950648
312,-75.124463,39.979728
310,-75.215296,39.946874
310,-75.217759,39.945101
310,-75.12242,39.979498
310,-75.110734,39.991435
310,-75.100234,40.008862
310,-75.149175,40.018634
310,-75.128483,39.982539
306,-75.177315,40.026634
306,-75.167676,40.036023
305,-75.167705,39.987683
305,-75.196938,39.996677
303,-75.198425,40.044915
302,-75.196938,39.996677
302,-75.16218,39.95222
301,-75.196938,39.996677
300,-75.164123,39.940082
300,-75.220576,39.953867
300,-75.075782,40.078364
298,-75.165335,40.024051
297,-75.123873,39.981024
297,-75.16218,39.95222
297,-75.110456,39.98086
295,-75.218517,39.951774
295,-75.165017,40.025799
295,-75.134412,39.971664
294,-75.13254,39.971187
291,-75.16218,39.95222
290,-75.21953,39.960962
290,-75.173858,39.967025
290,-75.138538,39.969374
290,-75.127901,39.969856
290,-75.167671,40.036014
287,-75.196938,39.996677
285,-75.211495,39.945704
285,-75.239347,39.953568
285,-75.17511,40.02954
284,-75.12264,39.980673
283,-75.232703,39.951907
282,-75.188096,39.992074
282,-75.129804,39.979962
280,-75.109514,40.019676
280,-75.130902,39.97107
280,-75.125484,39.988152
280,-75.096615,39.990973
279,-75.109514,40.019676
279,-75.120946,39.978667
275,-75.20274,39.96572
273,-75.196938,39.996677
273,-75.109514,40.019676
273,-75.198781,40.054752
273,-75.124463,39.979728
270,-75.212631,39.951006
270,-75.140982,39.975057
270,-75.17511,40.02954
270,-75.130857,39.981287
270,-75.1415,39.96596
269,-75.16218,39.95222
269,-75.083504,40.061268
269,-75.105179,40.029776
267,-75.188096,39.992074
267,-75.109514,40.019676
267,-75.16712,39.93595
264,-75.128392,39.973713
263,-75.144856,39.961769
263,-75.213111,40.05736
262,-75.083504,40.061268
262,-75.216754,39.95071
262,-75.171717,40.023475
261,-75.1725,40.028031
260,-75.215296,39.946874
260,-75.169657,39.978824
260,-75.127343,39.995109
260,-75.231922,40.032832
259,-75.134412,39.971664
259,-75.194054,39.982471
258,-75.223214,39.949185
258,-75.210631,39.962504
256,-75.109514,40.019676
255,-75.083504,40.061268
255,-75.110456,39.98086
255,-75.196938,39.996677
254,-75.167676,40.036023
252,-75.194054,39.982471
252,-75.125743,39.983343
250,-75.109514,40.019676
250,-75.224723,39.951
250,-75.214203,39.953044
250,-75.140729,39.961791
250,-75.196728,40.01298
250,-75.175159,40.038397
250,-75.129654,39.975982
249,-75.190964,40.0373
246,-75.142228,39.966666
245,-75.124921,39.984174
242,-75.188096,39.992074
242,-75.216572,39.942104
240,-75.15027,39.951476
240,-75.191332,39.96207
240,-75.143997,39.965817
240,-75.16218,39.95222
240,-75.129914,39.984509
240,-75.112664,39.987504
240,-75.129654,39.975982
240,-75.1415,39.96596
240,-75.074815,39.996541
239,-75.212672,39.944778
239,-75.196938,39.996677
238,-75.202174,40.047211
236,-75.124463,39.979728
236,-75.16218,39.95222
235,-75.214404,39.947297
235,-75.125743,39.983343
235,-75.188096,39.992074
235,-75.196938,39.996677
234,-75.075151,39.994095
231,-75.217158,39.949212
231,-75.16218,39.95222
230,-75.151656,39.929446
230,-75.22165,39.946434
230,-75.148154,39.966394
230,-75.138419,39.974944
230,-75.125927,39.98944
230,-75.224698,40.025947
230,-75.216572,39.942104
229,-75.202174,40.047211
229,-75.109514,40.019676
228,-75.220484,39.952026
228,-75.194054,39.982471
227,-75.166135,40.035363
226,-75.213111,40.05736
226,-75.165335,40.024051
225,-75.109514,40.019676
224,-75.167676,40.036023
222,-75.16218,39.95222
222,-75.210631,39.962504
221,-75.130542,39.98079
220,-75.188513,40.035
220,-75.218423,39.952503
220,-75.200591,40.050967
220,-75.140576,39.972599
220,-75.157102,40.005223
219,-75.252036,39.969568
218,-75.190964,40.0373
218,-75.182513,39.976245
217,-75.109514,40.019676
216,-75.194054,39.982471
215,-75.165335,40.024051
215,-75.16218,39.95222
215,-75.21226,39.946495
214,-75.109514,40.019676
213,-75.16218,39.95222
212,-75.165335,40.024051
211,-75.194054,39.982471
210,-75.210631,39.962504
210,-75.165017,40.025799
210,-75.159191,39.924596
210,-75.156405,39.945889
210,-75.139477,39.970004
210,-75.159736,39.985695
210,-75.09956,40.04609
210,-75.188096,39.992074
209,-75.188513,40.035
208,-75.16218,39.95222
208,-75.216825,39.95001
208,-75.073503,39.997215
208,-75.213111,40.05736
208,-75.133132,39.974614
205,-75.252036,39.969568
205,-75.130542,39.98079
205,-75.216572,39.942104
203,-75.161412,40.007376
203,-75.213111,40.05736
202,-75.21509,39.948914
202,-75.230559,40.0671
200,-75.168667,39.967072
200,-75.1354,39.968785
200,-75.123751,39.975449
200,-75.131013,39.985393
200,-75.146348,39.980371
200,-75.194054,39.982471
200,-75.110166,39.988782
199,-75.166366,40.02225
199,-75.210631,39.962504
199,-75.216572,39.942104
198,-75.196938,39.996677
197,-75.18268,39.98345
197,-75.188513,40.035
196,-75.213111,40.05736
195,-75.202174,40.047211
195,-75.157551,39.961845
195,-75.091054,40.012844
195,-75.213111,40.05736
194,-75.202477,39.969512
194,-75.124112,39.985119
194,-75.16218,39.95222
194,-75.215091,39.948819
193,-75.18846,40.014077
193,-75.194054,39.982471
192,-75.202174,40.047211
191,-75.125487,39.98488
190,-75.187884,39.934639
190,-75.173124,39.950418
190,-75.216353,39.952296
190,-75.142908,39.963407
190,-75.143412,39.965417
190,-75.138538,39.969374
190,-75.125067,39.980323
190,-75.127874,39.985498
190,-75.205522,39.961252
190,-75.229848,39.977055
190,-75.196938,39.996677
189,-75.212672,39.944778
189,-75.1297,39.981879
189,-75.216572,39.942104
188,-75.208783,39.947418
188,-75.123261,39.98322
188,-75.216572,39.942104
184,-75.188096,39.992074
181,-75.208247,39.967014
180,-75.216572,39.942104
180,-75.159371,39.923784
180,-75.181113,39.949454
180,-75.201027,39.951445
180,-75.207329,40.015061
180,-75.143603,39.967873
180,-75.190964,40.0373
179,-75.202174,40.047211
178,-75.194054,39.982471
178,-75.133823,39.974778
176,-75.161412,40.007376
175,-75.202174,40.047211
174,-75.10734,39.989628
173,-75.194054,39.982471
171,-75.16218,39.95222
171,-75.252036,39.969568
171,-75.216572,39.942104
171,-75.216572,39.942104
170,-75.194054,39.982471
170,-75.145563,39.934445
170,-75.213932,39.945867
170,-75.138538,39.969374
170,-75.127333,39.971772
170,-75.121561,39.978517
170,-75.139515,40.047045
170,-75.214004,39.947778
170,-75.129664,39.981929
170,-75.151615,39.982533
170,-75.210631,39.962504
169,-75.207227,39.949708
168,-75.16218,39.95222
167,-75.167676,40.036023
166,-75.109514,40.019676
166,-75.208247,39.967014
166,-75.161403,39.985353
165,-75.16218,39.95222
164,-75.216572,39.942104
164,-75.225525,39.941836
164,-75.069986,40.039007
163,-75.165335,40.024051
162,-75.190568,40.033195
162,-75.202477,39.969512
162,-75.16218,39.95222
161,-75.202174,40.047211
161,-75.20274,39.96572
160,-75.188096,39.992074
160,-75.181113,39.949454
160,-75.219076,39.949414
160,-75.145245,39.952292
160,-75.144559,39.96375
160,-75.165787,39.96574
160,-75.129314,39.976798
160,-75.1415,39.96596
160,-75.13907,39.9865
160,-75.113317,39.984893
159,-75.252036,39.969568
159,-75.16218,39.95222
159,-75.189583,39.958778
158,-75.165335,40.024051
156,-75.131753,39.982167
156,-75.090024,40.029219
155,-75.188096,39.992074
155,-75.188096,39.992074
155,-75.216572,39.942104
154,-75.216572,39.942104
154,-75.216572,39.942104
153,-75.190568,40.033195
152,-75.195612,40.05279
152,-75.196938,39.996677
151,-75.109514,40.019676
150,-75.165613,39.95647
150,-75.143817,39.961563
150,-75.167476,39.966565
150,-75.13131,39.971738
150,-75.120944,39.981631
150,-75.130199,39.984238
150,-75.127874,39.985498
150,-75.222001,40.030847
150,-75.118244,39.979731
150,-75.194054,39.982471
149,-75.196938,39.996677
149,-75.194054,39.982471
149,-75.187977,40.052019
149,-75.214004,39.947778
149,-75.177708,40.03923
148,-75.161412,40.007376
148,-75.124112,39.985119
148,-75.070505,40.001718
148,-75.194054,39.982471
148,-75.188096,39.992074
147,-75.131343,39.977604
147,-75.155004,39.92292
147,-75.124112,39.985119
146,-75.213111,40.05736
146,-75.111174,39.981667
145,-75.155004,39.92292
144,-75.169323,40.032405
144,-75.166277,40.001763
143,-75.200049,40.044168
143,-75.230559,40.0671
143,-75.188096,39.992074
142,-75.202174,40.047211
142,-75.135031,40.050934
142,-75.165335,40.024051
141,-75.199117,40.043358
141,-75.210631,39.962504
141,-75.221176,39.95343
141,-75.202174,40.047211
141,-75.188096,39.992074
141,-75.202174,40.047211
140,-75.159371,39.923784
140,-75.148686,39.936483
140,-75.156793,39.958972
140,-75.141414,39.966467
140,-75.079162,40.074967
139,-75.214004,39.947778
139,-75.069823,40.078897
138,-75.216572,39.942104
138,-75.252036,39.969568
138,-75.213111,40.05736
137,-75.216572,39.942104
137,-75.161412,40.007376
136,-75.252036,39.969568
136,-75.1779,39.931704
135,-75.190568,40.033195
135,-75.216572,39.942104
134,-75.165335,40.024051
134,-75.225502,40.053374
133,-75.225502,40.053374
133,-75.225502,40.053374
133,-75.196938,39.996677
132,-75.069823,40.078897
132,-75.165335,40.024051
132,-75.194054,39.982471
131,-75.216572,39.942104
130,-75.156969,39.938701
130,-75.158336,39.944276
130,-75.132636,39.969446
130,-75.126785,39.973255
130,-75.131026,39.985225
130,-75.167626,39.987747
130,-75.205638,40.00159
130,-75.202174,40.047211
130,-75.188513,40.035
130,-75.165335,40.024051
129,-75.130542,39.98079
129,-75.12769,39.9751
128,-75.165335,40.024051
128,-75.213111,40.05736
127,-75.216572,39.942104
127,-75.069823,40.078897
127,-75.157836,40.00221
127,-75.069986,40.039007
126,-75.252036,39.969568
126,-75.161403,39.985353
126,-75.084264,40.035763
125,-75.194054,39.982471
125,-75.216572,39.942104
125,-75.202174,40.047211
124,-75.212672,39.944778
124,-75.165335,40.024051
123,-75.121817,39.979638
123,-75.230559,40.0671
123,-75.177985,39.931263
123,-75.135281,39.975408
123,-75.190964,40.0373
120,-75.216572,39.942104
120,-75.194054,39.982471
120,-75.212672,39.944778
120,-75.153776,39.937842
120,-75.244492,39.95413
120,-75.166069,39.95564
120,-75.142545,39.965136
120,-75.143412,39.965417
120,-75.16218,39.95222
120,-75.138419,39.974944
120,-75.129654,39.975982
120,-75.130199,39.984238
120,-75.16218,39.95222
119,-75.21226,39.946495
119,-75.165335,40.024051
118,-75.202174,40.047211
118,-75.216572,39.942104
117,-75.165335,40.024051
117,-75.179635,40.035933
117,-75.124112,39.985119
117,-75.069823,40.078897
117,-75.069823,40.078897
117,-75.202174,40.047211
115,-75.16218,39.95222
115,-75.165335,40.024051
115,-75.230559,40.0671
115,-75.225502,40.053374
114,-75.199117,40.043358
114,-75.252036,39.969568
114,-75.16218,39.95222
114,-75.124112,39.985119
113,-75.120183,39.981969
113,-75.160477,39.934451
113,-75.165335,40.024051
112,-75.216572,39.942104
112,-75.214135,39.953072
112,-75.165335,40.024051
111,-75.17511,40.02954
111,-75.188096,39.992074
111,-75.196938,39.996677
110,-75.216572,39.942104
110,-75.069823,40.078897
110,-75.22872,40.077858
110,-75.151869,39.934536
110,-75.156405,39.945889
110,-75.199588,39.962519
110,-75.142545,39.965136
110,-75.1354,39.968785
110,-75.138376,39.987204
110,-75.225502,40.053374
109,-75.213111,40.05736
109,-75.165335,40.024051
109,-75.225502,40.053374
109,-75.165335,40.024051
107,-75.216572,39.942104
107,-75.155004,39.92292
107,-75.161416,39.952097
107,-75.189583,39.958778
106,-75.124453,39.981663
106,-75.116507,39.977649
105,-75.190964,40.0373
105,-75.225502,40.053374
104,-75.133813,40.052583
103,-75.165335,40.024051
102,-75.194054,39.982471
102,-75.230559,40.0671
101,-75.069823,40.078897
101,-75.069823,40.078897
101,-75.131753,39.982167
101,-75.165335,40.024051
101,-75.213111,40.05736
100,-75.069823,40.078897
100,-75.161412,40.007376
100,-75.180246,39.9481
100,-75.181113,39.949454
100,-75.137298,39.969145
100,-75.143896,39.981624
100,-75.18268,39.98345
100,-75.129654,39.975982
99,-75.161234,39.946022
99,-75.161234,39.946022
99,-75.129654,39.975982
99,-75.12769,39.9751
99,-75.140738,39.981165
99,-75.091281,40.017776
99,-74.979591,40.094068
99,-75.069823,40.078897
99,-75.225497,39.941856
99,-75.202174,40.047211
99,-75.069823,40.078897
98,-75.069823,40.078897
98,-75.16218,39.95222
98,-75.187977,40.052019
98,-75.232652,39.997305
97,-75.215223,39.964104
97,-75.124112,39.985119
96,-75.16218,39.95222
96,-75.216435,39.952232
96,-75.124112,39.985119
96,-75.069823,40.078897
96,-75.225497,39.941856
95,-75.20274,39.96572
95,-75.069986,40.039007
94,-75.155004,39.92292
94,-75.160477,39.934451
93,-75.190964,40.0373
93,-75.200049,40.044168
92,-75.200049,40.044168
92,-75.121561,39.978517
92,-75.225502,40.053374
91,-75.225502,40.053374
91,-75.172905,39.940817
91,-75.138538,39.969374
90,-75.22872,40.077858
90,-75.069823,40.078897
89,-75.069823,40.078897
89,-75.230559,40.0671
88,-75.230559,40.0671
88,-75.181391,39.948112
87,-75.225502,40.053374
87,-75.230559,40.0671
87,-75.161412,40.007376
87,-75.16218,39.95222
87,-75.135866,39.970256
86,-75.213111,40.05736
86,-75.117744,39.989745
86,-75.218638,39.966071
85,-75.169323,40.032405
85,-75.225502,40.053374
84,-75.230559,40.0671
84,-75.230559,40.0671
84,-75.22872,40.077858
84,-75.142914,39.971132
84,-75.188096,39.992074
83,-75.212787,39.945606
83,-75.160477,39.934451
83,-75.230559,40.0671
83,-75.227793,40.052781
83,-75.069823,40.078897
82,-75.22872,40.077858
82,-75.22872,40.077858
82,-75.039118,40.10492
82,-75.069823,40.078897
81,-75.188096,39.992074
81,-75.163487,39.943375
81,-75.241533,40.057442
80,-75.22872,40.077858
80,-75.117744,39.989745
80,-75.125565,39.979219
80,-75.225502,40.053374
80,-75.225502,40.053374
79,-75.146058,39.969437
79,-75.213111,40.05736
79,-75.241533,40.057442
79,-75.069986,40.039007
78,-75.210631,39.962504
78,-75.21587,39.94745
78,-75.131753,39.982167
78,-75.138183,39.970773
78,-75.124112,39.985119
78,-75.12769,39.9751
78,-75.225502,40.053374
77,-75.230559,40.0671
77,-75.169323,40.032405
77,-75.159223,39.943878
76,-75.124112,39.985119
76,-75.199117,40.043358
76,-75.216582,39.948035
76,-75.252036,39.969568
76,-75.169108,40.048057
76,-75.225502,40.053374
75,-75.213111,40.05736
75,-75.007986,40.068773
74,-75.168767,39.966606
73,-75.069823,40.078897
73,-75.165833,39.925016
72,-75.194054,39.982471
72,-75.22872,40.077858
72,-75.22872,40.077858
71,-75.22872,40.077858
71,-75.194309,40.051615
71,-75.126723,39.986074
71,-75.145276,39.981766
69,-75.162785,39.938607
68,-75.252036,39.969568
68,-75.220484,39.952026
68,-75.161412,40.007376
67,-75.127874,39.985498
66,-75.065948,39.999829
65,-75.161412,40.007376
65,-75.22872,40.077858
65,-75.149027,39.970536
65,-75.124112,39.985119
64,-75.142705,39.971104
63,-75.16218,39.95222
63,-75.212672,39.944778
62,-75.125757,40.002846
62,-75.02962,40.05511
61,-75.188513,40.035
61,-75.125955,39.971792
61,-75.213111,40.05736
60,-75.16218,39.95222
59,-75.161412,40.007376
59,-75.144611,39.963166
59,-75.225502,40.053374
59,-75.210631,39.962504
58,-75.188513,40.035
58,-75.162969,40.025778
58,-75.230559,40.0671
58,-75.22872,40.077858
58,-75.135281,39.975408
58,-75.225502,40.053374
58,-75.216572,39.942104
57,-75.230559,40.0671
56,-75.124112,39.985119
56,-75.230559,40.0671
56,-75.22872,40.077858
56,-75.22872,40.077858
56,-75.095445,40.055323
56,-75.162785,39.938607
56,-75.162785,39.938607
56,-75.188096,39.992074
55,-75.161587,39.929447
54,-75.22872,40.077858
54,-75.142914,39.971132
53,-75.161412,40.007376
53,-75.162785,39.938607
53,-75.124112,39.985119
53,-75.213111,40.05736
52,-75.22872,40.077858
52,-75.225502,40.053374
51,-75.215954,39.954509
51,-75.22872,40.077858
51,-75.16218,39.95222
50,-75.161412,40.007376
50,-75.210631,39.962504
49,-75.141682,39.964609
48,-75.124112,39.985119
48,-75.20274,39.96572
48,-75.146786,40.052685
48,-75.235389,39.928782
48,-75.235389,39.928782
48,-75.169257,39.964756
48,-75.169257,39.964756
47,-75.1415,39.96596
46,-75.24472,40.055257
45,-75.155004,39.92292
45,-75.124112,39.985119
44,-75.139307,39.969381
44,-75.211633,40.076891
44,-75.227014,40.089415
44,-75.210631,39.962504
43,-75.16218,39.95222
43,-75.22872,40.077858
42,-75.161412,40.007376
41,-75.160477,39.934451
41,-75.165335,40.024051
40,-75.161412,40.007376
40,-75.138538,39.969374
40,-75.125484,39.988152
39,-75.16218,39.95222
39,-75.22872,40.077858
39,-75.161587,39.929447
39,-75.115703,39.978092
38,-75.157836,40.00221
37,-75.213111,40.05736
37,-75.213111,40.05736
37,-75.130412,39.979404
37,-75.169323,40.032405
37,-75.100342,39.997197
36,-75.210631,39.962504
36,-75.160477,39.934451
36,-75.219291,39.957759
34,-75.216572,39.942104
34,-75.169304,40.026267
34,-75.12769,39.9751
33,-75.212821,39.95532
33,-75.212672,39.944778
32,-75.18268,39.98345
32,-75.023438,40.043123
31,-75.160477,39.934451
31,-75.210631,39.962504
30,-75.206579,39.973816
30,-75.206579,39.973816
29,-75.165335,40.024051
28,-75.235389,39.928782
27,-75.16218,39.95222
27,-75.165335,40.024051
26,-75.126704,39.973221
25,-75.15474,39.9513
24,-75.07011,40.00015
24,-75.235389,39.928782
24,-75.160477,39.934451
22,-75.161412,40.007376
21,-75.194054,39.982471
21,-75.210631,39.962504
21,-75.187977,40.052019
21,-75.210631,39.962504
21,-75.16218,39.95222
21,-75.16218,39.95222
20,-75.213111,40.05736
20,-75.216572,39.942104
20,-75.133813,40.052583
19,-75.210631,39.962504
19,-75.160477,39.934451
18,-75.235389,39.928782
18,-75.160477,39.934451
17,-75.161412,40.007376
17,-75.210631,39.962504
17,-75.07011,40.00015
16,-75.212672,39.944778
15,-75.194054,39.982471
13,-75.170429,40.053338
12,-75.160422,39.93453
11,-75.210631,39.962504
11,-75.133813,40.052583
11,-75.210631,39.962504
10,-75.161403,39.985353
9,-75.131343,39.977595
0,-75.187884,39.934639
0,-75.132889,39.967795
0,-75.146058,39.969437
0,-75.16218,39.95222
0,-75.142914,39.971132
0,-75.144767,39.971525
0,-75.13253,39.971104
0,-75.143337,39.972459
0,-75.13131,39.971738
0,-75.136174,39.972657
0,-75.183695,39.974581
0,-75.190825,40.051124
0,-75.220229,39.964742
0,-75.116714,39.97674
0,-75.130542,39.98079
0,-75.157836,40.00221
0,-75.157836,40.00221
0,-75.194054,39.982471
0,-75.2169,39.9303
0,-75.157999,39.930287
0,-75.145914,39.966579
0,-75.161412,40.007376
0,-75.161412,40.007376
0,-75.16218,39.95222
0,-75.245878,39.944751
0,-75.24543,39.954115
0,-75.244133,39.944192
0,-75.233606,39.935864
0,-75.230278,39.933822
0,-75.229845,39.935496
0,-75.228768,39.94971
0,-75.226997,39.939189
0,-75.225538,39.944813
0,-75.224467,39.948424
0,-75.223723,39.94981
0,-75.223532,39.942648
0,-75.218965,39.94163
0,-75.218393,39.941224
0,-75.217743,39.935624
0,-75.215486,39.941935
1,-75.235064,39.955925
4,-75.222775,39.941337
5,-75.217533,39.940478
7,-75.23013,39.935785
7,-75.226905,39.943341
8,-75.189268,39.951579
8,-75.151551,40.007661
9,-75.225538,39.944813
10,-75.189453,39.956853
12,-75.21846,39.966086
15,-75.199235,39.959932
16,-75.185917,39.95152
17,-75.18646,39.94911
18,-75.109981,39.98334
19,-75.185372,39.951613
19,-75.185323,39.949554
19,-75.122085,39.981033
20,-75.189386,39.951768
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.256861,39.974449
21,-75.229845,39.940286
21,-75.214568,39.951121
22,-75.23037,39.944144
22,-75.190255,39.951308
22,-75.189461,39.951595
23,-75.195973,39.96229
24,-75.231395,39.946631
25,-75.219954,39.945482
25,-75.214387,39.941818
25,-75.213074,39.948094
26,-75.209886,39.94339
27,-75.160054,39.928955
29,-75.18901,39.959033
30,-75.225219,39.945046
30,-75.197242,39.951185
31,-75.220547,39.942594
31,-75.215418,39.990933
31,-75.132953,39.969351
32,-75.191097,39.951398
32,-75.128699,39.970842
33,-75.247389,39.948601
33,-75.19799,39.954612
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
34,-75.253035,39.973484
35,-75.192277,39.951542
36,-75.239367,39.957855
37,-75.234529,39.950062
37,-75.134535,39.971562
38,-75.232485,39.941665
38,-75.222051,39.94597
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
41,-75.254041,39.973896
42,-75.219316,39.946872
43,-75.223646,39.942073
43,-75.214921,39.997753
44,-75.220547,39.942594
45,-75.206788,40.003387
46,-75.228592,39.94411
46,-75.192111,39.951649
47,-75.19811,39.954413
47,-75.152697,39.928278
48,-75.2346,39.979
48,-75.188213,39.961824
49,-75.247116,39.894286
49,-75.131565,39.972403
50,-75.233969,39.963176
50,-75.2213,39.9827
51,-75.215669,39.934871
51,-75.210809,39.942749
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.24989,39.983067
52,-75.134535,39.971562
53,-75.233039,39.990864
53,-75.218298,39.941472
54,-75.247099,39.958704
55,-75.2161,39.9726
55,-75.215856,39.966082
56,-75.242815,39.90434
56,-75.235418,39.955615
56,-75.208443,39.949965
59,-75.225583,39.94313
59,-75.218726,39.962296
60,-75.119329,39.97622
61,-75.240134,39.948611
61,-75.234107,39.956272
61,-75.191339,39.951044
62,-75.21951,39.940496
62,-75.119212,39.980379
63,-75.184293,39.950393
64,-75.188613,39.959001
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.251157,39.973385
65,-75.224467,39.948424
66,-75.229751,39.9449
67,-75.234999,39.942985
67,-75.192521,39.960044
68,-75.241959,39.951772
68,-75.2275,39.9752
68,-75.119212,39.980379
69,-75.229845,39.940286
69,-75.228113,39.94175
69,-75.227464,39.960034
69,-75.138847,39.960424
70,-75.199095,39.960309
71,-75.219065,39.939181
72,-75.213074,39.948094
74,-75.132491,39.980577
75,-75.22278,39.985271
76,-75.211316,39.982296
76,-75.18944,39.951143
78,-75.122035,39.974459
79,-75.187475,39.961849
80,-75.1326,39.9776
80,-75.12869,39.982395
81,-75.190577,39.951398
81,-75.131565,39.972403
82,-75.221071,39.941542
83,-75.230484,39.943668
83,-75.12869,39.982395
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.25237,39.988168
84,-75.223669,39.940643
84,-75.212031,39.945934
85,-75.244133,39.944192
86,-75.267016,39.972461
88,-75.236,39.9796
88,-75.218298,39.941472
88,-75.1992,39.959813
88,-75.19129,39.951464
88,-75.191173,39.951181
88,-75.119603,39.976587
89,-75.240134,39.948611
90,-75.215857,39.966132
91,-75.230552,39.934996
92,-75.2263,39.9827
93,-75.267016,39.972461
93,-75.234016,39.952707
93,-75.233273,39.990363
93,-75.220683,39.943377
93,-75.210809,39.942749
93,-75.195297,39.961112
96,-75.231922,39.943947
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.265093,39.975688
97,-75.245878,39.944751
97,-75.122035,39.974459
98,-75.220547,39.942594
98,-75.125573,39.980068
99,-75.2212,39.9805
100,-75.189289,39.959379
100,-75.189222,39.958848
100,-75.187167,39.96068
102,-75.226214,39.990129
102,-75.129325,39.974714
103,-75.221657,39.935969
103,-75.218745,39.936699
