Lead__ppm,Long,Lat
106,-75.23707,39.952082
106,-75.215759,39.956324
107,-75.206788,40.003387
113,-75.217533,39.940478
113,-75.188667,39.959412
114,-75.234016,39.952707
114,-75.217401,39.938336
115,-75.226044,39.950635
116,-75.241501,39.945148
116,-75.2371,39.9753
116,-75.2365,39.9709
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.260667,39.973825
117,-75.234999,39.942985
118,-75.2291,39.9693
118,-75.22768,39.945051
118,-75.127471,39.979361
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
119,-75.240474,39.981763
120,-75.231495,39.948639
122,-75.229777,39.944578
123,-75.228592,39.94411
123,-75.122085,39.981033
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.248534,39.985905
124,-75.242815,39.90434
124,-75.233765,39.953577
128,-75.2134,39.9764
129,-75.226905,39.943341
129,-75.221207,39.941658
130,-75.232142,39.987725
130,-75.232127,39.939581
131,-75.224383,40.000616
135,-75.232991,39.943207
135,-75.2189,39.9764
136,-75.213782,39.995495
136,-75.187519,39.963184
136,-75.128872,39.993333
138,-75.131155,39.977878
139,-75.233082,39.941904
140,-75.1326,39.9776
141,-75.234569,39.96688
142,-75.213014,39.94545
142,-75.199073,39.959765
144,-75.126811,39.973061
147,-75.210102,39.943264
148,-75.234703,39.957823
150,-75.129259,39.976414
152,-75.220683,39.943377
153,-75.229287,39.974
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.2555,39.976034
156,-75.125948,39.970432
158,-75.219974,39.991943
159,-75.199543,39.962016
160,-75.210707,39.982854
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.248135,39.979998
162,-75.211383,39.944239
163,-75.231395,39.946631
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.24364,39.978329
164,-75.236169,39.964938
164,-75.199438,39.959617
169,-75.251917,39.974627
169,-75.232422,39.943023
169,-75.215981,39.965776
171,-75.235148,39.950667
173,-75.222967,39.944318
173,-75.128699,39.970842
174,-75.218387,39.938272
174,-75.214496,39.958303
175,-75.222775,39.941337
176,-75.199191,39.959634
177,-75.21943,39.947809
178,-75.189574,39.960927
179,-75.213587,39.981413
180,-75.19892,39.959975
181,-75.230872,39.949213
183,-75.222233,39.9489
186,-75.267016,39.972461
188,-75.11884,39.979225
189,-75.210456,40.0035
191,-75.241959,39.951772
191,-75.223646,39.942073
191,-75.132045,39.980191
196,-75.231845,39.96543
196,-75.227275,39.945057
197,-75.228768,39.94971
197,-75.223669,39.940643
198,-75.228774,39.950456
198,-75.215512,39.935031
200,-75.267016,39.972461
200,-75.23025,39.937929
200,-75.226791,39.939752
200,-75.193785,39.959922
203,-75.227682,39.938746
204,-75.212405,39.962213
205,-75.267016,39.972461
206,-75.229845,39.935496
206,-75.221253,39.941704
209,-75.228946,39.943319
209,-75.210102,39.943264
210,-75.127471,39.979361
213,-75.222484,39.944632
215,-75.215207,39.967451
215,-75.199019,39.959762
216,-75.190823,39.960273
217,-75.225519,39.936365
218,-75.229845,39.935496
219,-75.249056,39.97522
219,-75.195965,39.963689
221,-75.195975,39.9782
223,-75.250691,39.977715
224,-75.224444,39.950365
227,-75.193051,39.962466
228,-75.233082,39.952998
231,-75.24543,39.954115
231,-75.227612,39.943354
233,-75.215669,39.934871
234,-75.221207,39.941658
235,-75.212031,39.945934
237,-75.195365,40.015389
238,-75.256518,39.974342
239,-75.238172,39.949777
239,-75.219954,39.945482
240,-75.241177,39.950576
241,-75.215078,39.942085
242,-75.225743,39.943916
243,-75.23037,39.944144
243,-75.214387,39.941818
244,-75.222051,39.94597
246,-75.249056,39.97522
246,-75.227612,39.943354
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.246292,39.978505
247,-75.217868,39.971213
252,-75.12522,39.97664
253,-75.235262,39.934992
253,-75.235064,39.955925
253,-75.230073,39.9444
256,-75.235224,39.953767
256,-75.231922,39.943947
256,-75.12522,39.97664
261,-75.232127,39.939581
263,-75.230552,39.934996
267,-75.11884,39.979225
269,-75.225287,39.94044
272,-75.229845,39.935496
273,-75.211509,39.944257
276,-75.238172,39.949777
277,-75.129553,39.979998
283,-75.225287,39.94044
283,-75.223635,39.955335
284,-75.2266,39.9738
285,-75.234107,39.956272
286,-75.2314,39.977
287,-75.198794,39.954336
288,-75.230484,39.943668
288,-75.208443,39.949965
295,-75.125573,39.980068
296,-75.231154,39.941054
297,-75.13039,39.978965
298,-75.211608,39.988655
299,-75.227054,39.936418
305,-75.23275,39.965303
309,-75.231873,39.947058
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.249851,39.988892
311,-75.218745,39.936699
319,-75.217538,39.938806
328,-75.121533,39.988004
330,-75.241501,39.945148
331,-75.247013,39.962652
331,-75.215234,39.940364
335,-75.231783,39.942599
336,-75.227464,39.960034
342,-75.252306,39.977004
343,-75.220615,39.941601
344,-75.206016,39.949178
347,-75.192569,39.960668
348,-75.199263,39.959915
355,-75.191027,39.960872
359,-75.231179,39.965506
361,-75.232485,39.941665
370,-75.229617,39.948767
372,-75.216834,39.962857
377,-75.119603,39.976587
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
379,-75.253023,39.972097
383,-75.214914,39.968931
388,-75.232651,39.944722
389,-75.223692,39.942177
389,-75.220433,39.940886
391,-75.240354,39.958871
392,-75.232422,39.943023
405,-75.245062,39.953744
406,-75.231495,39.948639
406,-75.222967,39.944318
407,-75.241047,39.947764
407,-75.234529,39.950062
408,-75.249056,39.97522
408,-75.119329,39.97622
410,-75.229058,39.937812
415,-75.225219,39.945046
419,-75.129325,39.974714
422,-75.232694,39.929913
436,-75.123885,39.990077
438,-75.233082,39.952998
442,-75.213803,39.94225
445,-75.221253,39.941704
451,-75.232991,39.943207
453,-75.228364,39.952405
453,-75.129259,39.976414
459,-75.245046,39.963604
460,-75.21252,39.963038
472,-75.226313,39.944403
483,-75.215808,39.937415
486,-75.232161,39.986632
491,-75.221657,39.935969
491,-75.125948,39.970432
510,-75.249056,39.97522
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
511,-75.24766,39.983736
526,-75.23804,39.992477
535,-75.215895,39.964773
549,-75.218393,39.941224
554,-75.222233,39.9489
556,-75.229777,39.944578
565,-75.227275,39.945057
574,-75.227247,39.94421
577,-75.227612,39.943354
586,-75.227275,39.945057
587,-75.243777,39.957744
601,-75.240372,39.95446
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
614,-75.24453,39.972313
626,-75.199911,39.9599
638,-75.198772,39.959682
661,-75.223723,39.94981
665,-75.125931,39.991771
676,-75.217538,39.938806
687,-75.229617,39.948767
687,-75.227247,39.94421
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
693,-75.245163,39.981941
709,-75.2158,39.9724
711,-75.227682,39.938746
726,-75.231922,39.943947
729,-75.224444,39.950365
756,-75.215078,39.942085
768,-75.19918,39.9599
773,-75.235262,39.934992
799,-75.191199,39.951538
816,-75.221914,39.950841
836,-75.229058,39.937812
844,-75.225219,39.945046
881,-75.232694,39.929913
883,-75.213014,39.94545
891,-75.129853,39.977178
912,-75.210038,39.945294
922,-75.220114,39.941929
923,-75.240845,39.970229
927,-75.218965,39.94163
929,-75.212076,39.953469
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.242522,39.980722
937,-75.224877,39.943765
938,-75.211383,39.944239
963,-75.225583,39.94313
964,-75.227875,39.943369
969,-75.209492,39.97506
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
990,-75.250768,39.975184
1005,-75.217743,39.935624
1020,-75.228946,39.943319
1036,-75.232651,39.944722
1044,-75.249056,39.97522
1059,-75.227772,39.943198
1063,-75.220729,39.940497
1106,-75.215234,39.940364
1109,-75.220683,39.943377
1142,-75.22768,39.945051
1149,-75.23159,39.975155
1180,-75.228774,39.950456
1314,-75.188342,39.962515
1369,-75.197318,39.96214
1414,-75.220729,39.940497
1480,-75.230751,39.943489
1578,-75.230801,39.947103
1614,-75.239533,39.971353
1628,-75.194444,39.96242
1700,-75.222233,39.9489
1803,-75.245062,39.953744
1806,-75.227054,39.936418
1837,-75.128923,40.043576
2109,-75.22123,39.943586
2138,-75.215234,39.940364
2153,-75.126811,39.973061
2158,-75.225219,39.945046
2362,-75.227612,39.943354
2412,-75.225743,39.943916
2667,-75.231922,39.943947
2849,-75.246204,39.960252
4024,-75.239,39.9811
4140,-75.132953,39.969351
4169,-75.231783,39.942599
4806,-75.233765,39.953577
4882,-75.223692,39.942177
32,-75.15318,39.944831
35,-75.153022,39.944817
71,-75.152899,39.944748
46,-75.267257,39.975861
100,-75.266181,39.976124
33,-75.267257,39.975861
4450,-75.250384,39.975663
557,-75.195044,39.967098
40,-75.207358,40.023002
120,-75.207288,40.02236
69,-75.206804,40.023068
56,-75.170096,40.073049
98,-75.170084,40.074072
244,-75.197252,40.045889
93,-75.19748,40.045977
59,-75.238709,39.964184
134,-75.238667,39.964223
1208,-75.244181,39.958828
1498,-75.250667,39.938577
120,-75.16588,39.982347
260,-75.166211,39.98247
182,-75.171479,39.984437
231,-75.16593,39.982405
278,-75.165833,39.982493
187,-75.165726,39.982366
217,-75.204613,39.946337
167,-75.204673,39.946412
110,-75.204793,39.946256
169,-75.20453,39.94632
150,-75.204936,39.946412
1878,-75.119344,39.976825
1332,-75.119378,39.977119
728,-75.11922,39.977297
971,-75.11928,39.977358
1578,-75.118961,39.977819
112,-75.118942,39.977859
481,-75.118487,39.978585
670,-75.118474,39.978596
499,-75.118339,39.978345
1669,-75.118294,39.978374
2433,-75.117715,39.9778
1169,-75.118483,39.976686
1462,-75.119683,39.976399
711,-75.120196,39.978282
1031,-75.120327,39.978166
1011,-75.118762,39.978889
172,-75.119762,39.976856
1341,-75.119495,39.977199
117,-75.118815,39.979351
336,-75.118792,39.979189
114,-75.127671,39.971978
98,-75.127531,39.972029
77.33333333,-75.12799,39.97188
143,-75.12926,39.974111
150,-75.11815,39.977158
79,-75.1179,39.977218
